39575	d.68.2.2	d1a2na_	1a2n	A	[]	PF00275
18683	a.93.1.1	d1atje_	1atj	E	[]	PF00141
18684	a.93.1.1	d1atjf_	1atj	F	[]	PF00141
37071	d.3.1.1	d1atka_	1atk	A	[]	PF00112
40322	d.92.1.9	d1atla_	1atl	A	[]	PF01421
40323	d.92.1.9	d1atlb_	1atl	B	[]	PF01421
41793	d.151.1.1	d1atnd_	1atn	D	[]	PF03372
41629	d.144.1.7	d1atpe_	1atp	E	[]	PF00069
34132	c.62.1.1	d1atza_	1atz	A	[]	PF00092
34133	c.62.1.1	d1atzb_	1atz	B	[]	PF00092
37077	d.3.1.1	d1au0a_	1au0	A	[]	PF00112
16889	a.26.1.3	d1au1a_	1au1	A	[]	PF00143
16890	a.26.1.3	d1au1b_	1au1	B	[]	PF00143
37078	d.3.1.1	d1au2a_	1au2	A	[]	PF00112
37073	d.3.1.1	d1au3a_	1au3	A	[]	PF00112
37076	d.3.1.1	d1au4a_	1au4	A	[]	PF00112
15995	a.4.1.1	d1au7a1	1au7	A	['103-160']	PF00046
17021	a.35.1.1	d1au7a2	1au7	A	['5-76']	PF00046
15996	a.4.1.1	d1au7b1	1au7	B	['103-160']	PF00046
17022	a.35.1.1	d1au7b2	1au7	B	['5-74']	PF00046
26291	b.47.1.2	d1au8a_	1au8	A	[]	PF00089
32516	c.41.1.1	d1au9a_	1au9	A	[]	PF00082
16290	a.5.3.1	d1auaa1	1aua	A	['4-96']	PF03765
30882	c.13.1.1	d1auaa2	1aua	A	['97-299']	PF03765
32747	c.47.1.1	d1auca_	1auc	A	[]	PF00085
39156	d.58.7.1	d1auda_	1aud	A	[]	PF00076
16615	a.24.7.1	d1auea_	1aue	A	[]	PF08771
16616	a.24.7.1	d1aueb_	1aue	B	[]	PF08771
33798	c.56.4.1	d1auga_	1aug	A	[]	PF01470
33799	c.56.4.1	d1augb_	1aug	B	[]	PF01470
33800	c.56.4.1	d1augc_	1aug	C	[]	PF01470
33801	c.56.4.1	d1augd_	1aug	D	[]	PF01470
42085	d.159.1.3	d1auia_	1aui	A	[]	PF00149
17325	a.39.1.5	d1auib_	1aui	B	[]	PF13499
25948	b.47.1.2	d1auja_	1auj	A	[]	PF00089
35030	c.76.1.2	d1auka_	1auk	A	[]	PF00884
23900	b.25.1.1	d1auna_	1aun	A	[]	PF00314
34716	c.69.1.14	d1auoa_	1auo	A	[]	PF02230
34717	c.69.1.14	d1auob_	1auo	B	[]	PF02230
30222	c.2.1.7	d1aupa1	1aup	A	['205-449']	PF02812
33870	c.58.1.1	d1aupa2	1aup	A	['1-192']	PF02812
34137	c.62.1.1	d1auqa_	1auq	A	[]	PF00092
34718	c.69.1.14	d1aura_	1aur	A	[]	PF02230
34719	c.69.1.14	d1aurb_	1aur	B	[]	PF02230
29355	c.1.14.1	d1ausl1	1aus	L	['148-463']	PF02788
39261	d.58.9.1	d1ausl2	1aus	L	['20-147']	PF02788
118409	c.1.14.1	d1ausm1	1aus	M	['148-463']	PF02788
118410	d.58.9.1	d1ausm2	1aus	M	['20-147']	PF02788
118411	c.1.14.1	d1ausn1	1aus	N	['148-463']	PF02788
118412	d.58.9.1	d1ausn2	1aus	N	['20-147']	PF02788
118413	c.1.14.1	d1auso1	1aus	O	['148-463']	PF02788
118414	d.58.9.1	d1auso2	1aus	O	['20-147']	PF02788
39645	d.73.1.1	d1auss_	1aus	S	[]	PF00101
118415	d.73.1.1	d1aust_	1aus	T	[]	PF00101
118416	d.73.1.1	d1ausu_	1aus	U	[]	PF00101
118417	d.73.1.1	d1ausv_	1aus	V	[]	PF00101
26348	b.47.1.2	d1autc_	1aut	C	[]	PF00089
31723	c.30.1.5	d1auva1	1auv	A	['112-213']	PF02078
41558	d.142.1.3	d1auva2	1auv	A	['214-417']	PF02078
31724	c.30.1.5	d1auvb1	1auv	B	['110-213']	PF02078
41559	d.142.1.3	d1auvb2	1auv	B	['214-417']	PF02078
19416	a.127.1.1	d1auwa_	1auw	A	[]	PF00206
19417	a.127.1.1	d1auwb_	1auw	B	[]	PF00206
19418	a.127.1.1	d1auwc_	1auw	C	[]	PF00206
19419	a.127.1.1	d1auwd_	1auw	D	[]	PF00206
31725	c.30.1.5	d1auxa1	1aux	A	['112-213']	PF02078
41560	d.142.1.3	d1auxa2	1aux	A	['214-417']	PF02078
31726	c.30.1.5	d1auxb1	1aux	B	['112-213']	PF02078
41561	d.142.1.3	d1auxb2	1aux	B	['214-417']	PF02078
23311	b.121.4.6	d1auya_	1auy	A	[]	PF00983
23312	b.121.4.6	d1auyb_	1auy	B	[]	PF00983
23313	b.121.4.6	d1auyc_	1auy	C	[]	PF00983
30883	c.13.2.1	d1auza_	1auz	A	[]	PF01740
24411	b.30.2.1	d1av4a1	1av4	A	['212-628']	PF01179
38049	d.17.2.1	d1av4a2	1av4	A	['9-96']	PF01179
38050	d.17.2.1	d1av4a3	1av4	A	['97-211']	PF01179
37514	d.13.1.1	d1av5a_	1av5	A	[]	PF01230
37515	d.13.1.1	d1av5b_	1av5	B	[]	PF01230
34218	c.66.1.25	d1av6a_	1av6	A	[]	PF01358
32499	c.41.1.1	d1av7a_	1av7	A	[]	PF00082
16796	a.25.1.2	d1av8a_	1av8	A	[]	PF00268
16797	a.25.1.2	d1av8b_	1av8	B	[]	PF00268
27797	b.71.1.1	d1avaa1	1ava	A	['347-403']	PF00128
28784	c.1.8.1	d1avaa2	1ava	A	['1-346']	PF00128
27798	b.71.1.1	d1avab1	1ava	B	['347-403']	PF00128
28785	c.1.8.1	d1avab2	1ava	B	['1-346']	PF00128
25604	b.42.4.1	d1avac_	1ava	C	[]	PF00197
25605	b.42.4.1	d1avad_	1ava	D	[]	PF00197
18178	a.65.1.1	d1avca1	1avc	A	['10-350']	PF00191
18179	a.65.1.1	d1avca2	1avc	A	['351-671']	PF00191
27413	b.61.1.1	d1avda_	1avd	A	[]	PF01382
27414	b.61.1.1	d1avdb_	1avd	B	[]	PF01382
27415	b.61.1.1	d1avea_	1ave	A	[]	PF01382
27416	b.61.1.1	d1aveb_	1ave	B	[]	PF01382
18159	a.65.1.1	d1avha_	1avh	A	[]	PF00191
18160	a.65.1.1	d1avhb_	1avh	B	[]	PF00191
24410	b.30.2.1	d1avka1	1avk	A	['212-628']	PF01179
38047	d.17.2.1	d1avka2	1avk	A	['9-96']	PF01179
38048	d.17.2.1	d1avka3	1avk	A	['97-211']	PF01179
24412	b.30.2.1	d1avla1	1avl	A	['212-628']	PF01179
38051	d.17.2.1	d1avla2	1avl	A	['9-96']	PF01179
38052	d.17.2.1	d1avla3	1avl	A	['97-211']	PF01179
15782	a.2.11.1	d1avma1	1avm	A	['1-86']	PF00081
38745	d.44.1.1	d1avma2	1avm	A	['87-201']	PF00081
15783	a.2.11.1	d1avmb1	1avm	B	['1-86']	PF00081
38746	d.44.1.1	d1avmb2	1avm	B	['87-201']	PF00081
27874	b.74.1.1	d1avna_	1avn	A	[]	PF00194
37132	d.3.1.7	d1avpa_	1avp	A	[]	PF00770
33326	c.52.1.13	d1avqa_	1avq	A	[]	PF09588
33327	c.52.1.13	d1avqb_	1avq	B	[]	PF09588
33328	c.52.1.13	d1avqc_	1avq	C	[]	PF09588
18157	a.65.1.1	d1avra_	1avr	A	[]	PF00191
17226	a.39.1.5	d1avsa_	1avs	A	[]	PF13833
17227	a.39.1.5	d1avsb_	1avs	B	[]	PF13833
32488	c.41.1.1	d1avta_	1avt	A	[]	PF00082
25603	b.42.4.1	d1avua_	1avu	A	[]	PF00197
25965	b.47.1.2	d1avwa_	1avw	A	[]	PF00089
25599	b.42.4.1	d1avwb_	1avw	B	[]	PF00197
25971	b.47.1.2	d1avxa_	1avx	A	[]	PF00089
25600	b.42.4.1	d1avxb_	1avx	B	[]	PF00197
24467	b.34.2.1	d1avzc_	1avz	C	[]	PF00018
39342	d.58.17.1	d1aw0a_	1aw0	A	[]	PF00403
28515	c.1.1.1	d1aw1a_	1aw1	A	[]	PF00121
28516	c.1.1.1	d1aw1b_	1aw1	B	[]	PF00121
28517	c.1.1.1	d1aw1d_	1aw1	D	[]	PF00121
28518	c.1.1.1	d1aw1e_	1aw1	E	[]	PF00121
28519	c.1.1.1	d1aw1g_	1aw1	G	[]	PF00121
28520	c.1.1.1	d1aw1h_	1aw1	H	[]	PF00121
28521	c.1.1.1	d1aw1j_	1aw1	J	[]	PF00121
28522	c.1.1.1	d1aw1k_	1aw1	K	[]	PF00121
28523	c.1.1.1	d1aw2a_	1aw2	A	[]	PF00121
28524	c.1.1.1	d1aw2b_	1aw2	B	[]	PF00121
28525	c.1.1.1	d1aw2d_	1aw2	D	[]	PF00121
28526	c.1.1.1	d1aw2e_	1aw2	E	[]	PF00121
28527	c.1.1.1	d1aw2g_	1aw2	G	[]	PF00121
28528	c.1.1.1	d1aw2h_	1aw2	H	[]	PF00121
28529	c.1.1.1	d1aw2j_	1aw2	J	[]	PF00121
28530	c.1.1.1	d1aw2k_	1aw2	K	[]	PF00121
41077	d.120.1.1	d1aw3a_	1aw3	A	[]	PF00173
29181	c.1.10.3	d1aw5a_	1aw5	A	[]	PF00490
17736	a.45.1.1	d1aw9a1	1aw9	A	['83-217']	PF02798
33030	c.47.1.5	d1aw9a2	1aw9	A	['2-82']	PF02798
16167	a.4.5.21	d1awca_	1awc	A	[]	PF00178
19156	d.211.1.1	d1awcb_	1awc	B	[]	PF12796
37673	d.15.4.1	d1awda_	1awd	A	[]	PF00111
26968	b.55.1.1	d1awea_	1awe	A	[]	PF00169
24497	b.34.2.1	d1awja_	1awj	A	[]	PF00018
24482	b.34.2.1	d1awoa1	1awo	A	['65-119']	PF00018
41071	d.120.1.1	d1awpa_	1awp	A	[]	PF00173
41072	d.120.1.1	d1awpb_	1awp	B	[]	PF00173
27461	b.62.1.1	d1awqa_	1awq	A	[]	PF00160
27464	b.62.1.1	d1awra_	1awr	A	[]	PF00160
27465	b.62.1.1	d1awrb_	1awr	B	[]	PF00160
27466	b.62.1.1	d1awrc_	1awr	C	[]	PF00160
27467	b.62.1.1	d1awrd_	1awr	D	[]	PF00160
27468	b.62.1.1	d1awre_	1awr	E	[]	PF00160
27469	b.62.1.1	d1awrf_	1awr	F	[]	PF00160
27431	b.62.1.1	d1awsa_	1aws	A	[]	PF00160
27481	b.62.1.1	d1awta_	1awt	A	[]	PF00160
27482	b.62.1.1	d1awtb_	1awt	B	[]	PF00160
27483	b.62.1.1	d1awtc_	1awt	C	[]	PF00160
27484	b.62.1.1	d1awtd_	1awt	D	[]	PF00160
27485	b.62.1.1	d1awte_	1awt	E	[]	PF00160
27486	b.62.1.1	d1awtf_	1awt	F	[]	PF00160
27474	b.62.1.1	d1awua_	1awu	A	[]	PF00160
27475	b.62.1.1	d1awva_	1awv	A	[]	PF00160
27476	b.62.1.1	d1awvb_	1awv	B	[]	PF00160
27477	b.62.1.1	d1awvc_	1awv	C	[]	PF00160
27478	b.62.1.1	d1awvd_	1awv	D	[]	PF00160
27479	b.62.1.1	d1awve_	1awv	E	[]	PF00160
27480	b.62.1.1	d1awvf_	1awv	F	[]	PF00160
24529	b.34.2.1	d1awwa1	1aww	A	['4-67']	PF00018
24528	b.34.2.1	d1awxa1	1awx	A	['4-67']	PF00018
37302	d.5.1.1	d1awza_	1awz	A	[]	PF00074
28268	b.84.3.1	d1ax3a_	1ax3	A	[]	PF00358
34391	c.67.1.2	d1ax4a_	1ax4	A	[]	PF01212
34392	c.67.1.2	d1ax4b_	1ax4	B	[]	PF01212
34393	c.67.1.2	d1ax4c_	1ax4	C	[]	PF01212
34394	c.67.1.2	d1ax4d_	1ax4	D	[]	PF01212
16844	a.26.1.1	d1ax8a_	1ax8	A	[]	PF02024
34589	c.69.1.1	d1ax9a_	1ax9	A	[]	PF00135
26633	b.50.1.1	d1axaa_	1axa	A	[]	PF00077
26634	b.50.1.1	d1axab_	1axa	B	[]	PF00077
41392	d.131.1.2	d1axca1	1axc	A	['1-126']	PF00705
41393	d.131.1.2	d1axca2	1axc	A	['127-255']	PF00705
41394	d.131.1.2	d1axcc1	1axc	C	['1-126']	PF00705
41395	d.131.1.2	d1axcc2	1axc	C	['127-255']	PF00705
41396	d.131.1.2	d1axce1	1axc	E	['1-126']	PF00705
41397	d.131.1.2	d1axce2	1axc	E	['127-255']	PF00705
17730	a.45.1.1	d1axda1	1axd	A	['81-210']	PF02798
33024	c.47.1.5	d1axda2	1axd	A	['1-80']	PF02798
17731	a.45.1.1	d1axdb1	1axd	B	['81-210']	PF02798
33025	c.47.1.5	d1axdb2	1axd	B	['1-80']	PF02798
24681	b.35.1.2	d1axea1	1axe	A	['1-163', '340-374']	PF08240
29697	c.2.1.1	d1axea2	1axe	A	['164-339']	PF08240
24682	b.35.1.2	d1axeb1	1axe	B	['1-163', '340-374']	PF08240
29698	c.2.1.1	d1axeb2	1axe	B	['164-339']	PF08240
24691	b.35.1.2	d1axga1	1axg	A	['1-163', '340-374']	PF08240
29707	c.2.1.1	d1axga2	1axg	A	['164-339']	PF08240
24692	b.35.1.2	d1axgb1	1axg	B	['1-163', '340-374']	PF08240
29708	c.2.1.1	d1axgb2	1axg	B	['164-339']	PF08240
24693	b.35.1.2	d1axgc1	1axg	C	['1-163', '340-374']	PF08240
29709	c.2.1.1	d1axgc2	1axg	C	['164-339']	PF08240
24694	b.35.1.2	d1axgd1	1axg	D	['1-163', '340-374']	PF08240
29710	c.2.1.1	d1axgd2	1axg	D	['164-339']	PF08240
21997	b.1.2.1	d1axib1	1axi	B	['32-130']	PF09067
21998	b.1.2.1	d1axib2	1axi	B	['131-236']	PF09067
25749	b.45.1.1	d1axja_	1axj	A	[]	PF01243
24181	b.29.1.2	d1axka1	1axk	A	['1-156', '342-393']	PF00457
24315	b.29.1.11	d1axka2	1axk	A	['157-341']	PF00457
24182	b.29.1.2	d1axkb1	1axk	B	['1-156', '342-394']	PF00457
24316	b.29.1.11	d1axkb2	1axk	B	['157-341']	PF00457
25521	b.42.1.1	d1axma_	1axm	A	[]	PF00167
25522	b.42.1.1	d1axmb_	1axm	B	[]	PF00167
25523	b.42.1.1	d1axmc_	1axm	C	[]	PF00167
25524	b.42.1.1	d1axmd_	1axm	D	[]	PF00167
25525	b.42.1.1	d1axme_	1axm	E	[]	PF00167
25526	b.42.1.1	d1axmf_	1axm	F	[]	PF00167
18149	a.65.1.1	d1axna1	1axn	A	['3-324']	PF00191
38971	d.58.1.2	d1axqa_	1axq	A	[]	PF00037
35504	c.87.1.4	d1axra_	1axr	A	[]	PF00343
20200	b.1.1.1	d1axsa1	1axs	A	['1-107']	PF07686
21216	b.1.1.2	d1axsa2	1axs	A	['108-211']	PF07686
20201	b.1.1.1	d1axsb1	1axs	B	['1-113']	PF07654
21217	b.1.1.2	d1axsb2	1axs	B	['114-214']	PF07654
20199	b.1.1.1	d1axsh1	1axs	H	['1-113']	PF07654
21215	b.1.1.2	d1axsh2	1axs	H	['114-214']	PF07654
20198	b.1.1.1	d1axsl1	1axs	L	['1-107']	PF07686
21214	b.1.1.2	d1axsl2	1axs	L	['108-211']	PF07686
20305	b.1.1.1	d1axth1	1axt	H	['1-113']	PF07654
21297	b.1.1.2	d1axth2	1axt	H	['114-228']	PF07654
40938	d.117.1.1	d1axwa_	1axw	A	[]	PF00303
40939	d.117.1.1	d1axwb_	1axw	B	[]	PF00303
41074	d.120.1.1	d1axxa_	1axx	A	[]	PF00173
31824	c.36.1.6	d1ay0a2	1ay0	A	['338-534']	PF00456
31823	c.36.1.10	d1ay0a1	1ay0	A	['3-337']	PF00456
33100	c.48.1.1	d1ay0a3	1ay0	A	['535-680']	PF00456
31826	c.36.1.6	d1ay0b2	1ay0	B	['338-534']	PF00456
31825	c.36.1.10	d1ay0b1	1ay0	B	['3-337']	PF00456
33101	c.48.1.1	d1ay0b3	1ay0	B	['535-680']	PF00456
38377	d.24.1.1	d1ay2a_	1ay2	A	[]	PF00114
34371	c.67.1.1	d1ay4a_	1ay4	A	[]	PF00155
34372	c.67.1.1	d1ay4b_	1ay4	B	[]	PF00155
34375	c.67.1.1	d1ay5a_	1ay5	A	[]	PF00155
34376	c.67.1.1	d1ay5b_	1ay5	B	[]	PF00155
36041	d.1.1.2	d1ay7a_	1ay7	A	[]	PF00545
30836	c.9.1.1	d1ay7b_	1ay7	B	[]	PF01337
34373	c.67.1.1	d1ay8a_	1ay8	A	[]	PF00155
34374	c.67.1.1	d1ay8b_	1ay8	B	[]	PF00155
40460	d.93.1.1	d1ayaa_	1aya	A	[]	PF00017
40461	d.93.1.1	d1ayab_	1aya	B	[]	PF00017
40464	d.93.1.1	d1ayba_	1ayb	A	[]	PF00017
40463	d.93.1.1	d1ayca_	1ayc	A	[]	PF00017
40462	d.93.1.1	d1ayda_	1ayd	A	[]	PF00017
33824	c.56.5.1	d1ayea1	1aye	A	['1-309']	PF02244
39065	d.58.3.1	d1ayea2	1aye	A	[]	PF02244
37684	d.15.4.1	d1ayfa_	1ayf	A	[]	PF00111
37685	d.15.4.1	d1ayfb_	1ayf	B	[]	PF00111
16940	a.28.2.1	d1ayia_	1ayi	A	[]	PF01320
40345	d.92.1.11	d1ayka_	1ayk	A	[]	PF00413
64718	c.91.1.1	d1ayla1	1ayl	A	['228-540']	PF01293
64719	c.109.1.1	d1ayla2	1ayl	A	['1-227']	PF01293
22431	b.1.29.1	d1ayoa_	1ayo	A	[]	PF07677
22432	b.1.29.1	d1ayob_	1ayo	B	[]	PF07677
19575	a.133.1.2	d1aypa_	1ayp	A	[]	PF00068
19576	a.133.1.2	d1aypb_	1ayp	B	[]	PF00068
19577	a.133.1.2	d1aypc_	1ayp	C	[]	PF00068
19578	a.133.1.2	d1aypd_	1ayp	D	[]	PF00068
19579	a.133.1.2	d1aype_	1ayp	E	[]	PF00068
19580	a.133.1.2	d1aypf_	1ayp	F	[]	PF00068
21915	b.1.18.11	d1ayra1	1ayr	A	['1-182']	PF00339
21916	b.1.18.11	d1ayra2	1ayr	A	['183-368']	PF00339
21917	b.1.18.11	d1ayrb1	1ayr	B	['1-182']	PF00339
21918	b.1.18.11	d1ayrb2	1ayr	B	['183-363']	PF00339
21919	b.1.18.11	d1ayrc1	1ayr	C	['1-182']	PF00339
21920	b.1.18.11	d1ayrc2	1ayr	C	['183-368']	PF00339
21921	b.1.18.11	d1ayrd1	1ayr	D	['1-182']	PF00339
21922	b.1.18.11	d1ayrd2	1ayr	D	['183-363']	PF00339
37070	d.3.1.1	d1ayua_	1ayu	A	[]	PF00112
37072	d.3.1.1	d1ayva_	1ayv	A	[]	PF00112
37075	d.3.1.1	d1aywa_	1ayw	A	[]	PF00112
18825	a.102.1.1	d1ayxa_	1ayx	A	[]	PF00723
38326	d.20.1.1	d1ayza_	1ayz	A	[]	PF00179
38327	d.20.1.1	d1ayzb_	1ayz	B	[]	PF00179
38328	d.20.1.1	d1ayzc_	1ayz	C	[]	PF00179
33248	c.52.1.2	d1az0a_	1az0	A	[]	PF09233
33249	c.52.1.2	d1az0b_	1az0	B	[]	PF09233
28677	c.1.7.1	d1az1a_	1az1	A	[]	PF00248
28682	c.1.7.1	d1az2a_	1az2	A	[]	PF00248
33276	c.52.1.2	d1az3a_	1az3	A	[]	PF09233
33277	c.52.1.2	d1az3b_	1az3	B	[]	PF09233
33278	c.52.1.2	d1az4a_	1az4	A	[]	PF09233
33279	c.52.1.2	d1az4b_	1az4	B	[]	PF09233
26747	b.50.1.1	d1az5a_	1az5	A	[]	PF00077
25893	b.47.1.2	d1az8a_	1az8	A	[]	PF00089
22911	b.6.1.1	d1azba_	1azb	A	[]	PF00127
22912	b.6.1.1	d1azbb_	1azb	B	[]	PF00127
22899	b.6.1.1	d1azca_	1azc	A	[]	PF00127
22900	b.6.1.1	d1azcb_	1azc	B	[]	PF00127
24020	b.29.1.1	d1azda_	1azd	A	[]	PF00139
24021	b.29.1.1	d1azdb_	1azd	B	[]	PF00139
24022	b.29.1.1	d1azdc_	1azd	C	[]	PF00139
24023	b.29.1.1	d1azdd_	1azd	D	[]	PF00139
24536	b.34.2.1	d1azea_	1aze	A	[]	PF00018
36351	d.2.1.2	d1azfa_	1azf	A	[]	PF00062
24471	b.34.2.1	d1azgb_	1azg	B	[]	PF00018
15201	a.1.1.2	d1azia_	1azi	A	[]	PF00042
31154	c.23.5.1	d1azla_	1azl	A	[]	PF00258
27818	b.74.1.1	d1azma_	1azm	A	[]	PF00194
23003	b.6.1.1	d1azna_	1azn	A	[]	PF00127
23004	b.6.1.1	d1aznb_	1azn	B	[]	PF00127
23005	b.6.1.1	d1aznc_	1azn	C	[]	PF00127
23006	b.6.1.1	d1aznd_	1azn	D	[]	PF00127
33329	c.52.1.14	d1azoa_	1azo	A	[]	PF02976
37467	b.34.13.1	d1azpa_	1azp	A	[]	PF02294
37469	b.34.13.1	d1azqa_	1azq	A	[]	PF02294
22983	b.6.1.1	d1azra_	1azr	A	[]	PF00127
22984	b.6.1.1	d1azrb_	1azr	B	[]	PF00127
22985	b.6.1.1	d1azrc_	1azr	C	[]	PF00127
22986	b.6.1.1	d1azrd_	1azr	D	[]	PF00127
39416	d.58.29.1	d1azsa_	1azs	A	[]	PF00211
39423	d.58.29.1	d1azsb_	1azs	B	[]	PF00211
18203	a.66.1.1	d1azsc1	1azs	C	['86-201']	PF00503
32086	c.37.1.8	d1azsc2	1azs	C	['36-66', '202-393']	PF00503
18201	a.66.1.1	d1azta1	1azt	A	['88-201']	PF00503
32084	c.37.1.8	d1azta2	1azt	A	['35-65', '202-391']	PF00503
18202	a.66.1.1	d1aztb1	1azt	B	['87-201']	PF00503
32085	c.37.1.8	d1aztb2	1azt	B	['35-69', '202-391']	PF00503
23007	b.6.1.1	d1azua_	1azu	A	[]	PF00127
22247	b.1.8.1	d1azva_	1azv	A	[]	PF00080
22248	b.1.8.1	d1azvb_	1azv	B	[]	PF00080
34658	c.69.1.7	d1azwa_	1azw	A	[]	PF00561
34659	c.69.1.7	d1azwb_	1azw	B	[]	PF00561
17761	a.46.2.1	d1azya1	1azy	A	['2-70']	PF02885
31625	c.27.1.1	d1azya2	1azy	A	['71-335']	PF02885
38623	d.41.3.1	d1azya3	1azy	A	['336-440']	PF02885
17762	a.46.2.1	d1azyb1	1azy	B	['2-70']	PF02885
31626	c.27.1.1	d1azyb2	1azy	B	['71-335']	PF02885
38624	d.41.3.1	d1azyb3	1azy	B	['336-440']	PF02885
26072	b.47.1.2	d1azza_	1azz	A	[]	PF00089
26073	b.47.1.2	d1azzb_	1azz	B	[]	PF00089
23691	b.16.1.1	d1azzc_	1azz	C	[]	PF03974
23692	b.16.1.1	d1azzd_	1azz	D	[]	PF03974
31122	c.23.1.1	d1b00a_	1b00	A	[]	PF00072
31123	c.23.1.1	d1b00b_	1b00	B	[]	PF00072
17458	a.43.1.3	d1b01a_	1b01	A	[]	PF01402
17459	a.43.1.3	d1b01b_	1b01	B	[]	PF01402
41035	d.117.1.1	d1b02a_	1b02	A	[]	PF00303
41579	d.142.2.2	d1b04a_	1b04	A	[]	PF01653
41580	d.142.2.2	d1b04b_	1b04	B	[]	PF01653
35745	c.94.1.1	d1b05a_	1b05	A	[]	PF00496
15740	a.2.11.1	d1b06a1	1b06	A	['3-92']	PF00081
38737	d.44.1.1	d1b06a2	1b06	A	['93-210']	PF00081
15741	a.2.11.1	d1b06b1	1b06	B	['3-92']	PF00081
38738	d.44.1.1	d1b06b2	1b06	B	['93-210']	PF00081
15742	a.2.11.1	d1b06c1	1b06	C	['3-92']	PF00081
38739	d.44.1.1	d1b06c2	1b06	C	['93-210']	PF00081
15743	a.2.11.1	d1b06d1	1b06	D	['3-92']	PF00081
38740	d.44.1.1	d1b06d2	1b06	D	['93-210']	PF00081
15744	a.2.11.1	d1b06e1	1b06	E	['3-92']	PF00081
38741	d.44.1.1	d1b06e2	1b06	E	['93-210']	PF00081
15745	a.2.11.1	d1b06f1	1b06	F	['3-92']	PF00081
38742	d.44.1.1	d1b06f2	1b06	F	['93-210']	PF00081
24461	b.34.2.1	d1b07a1	1b07	A	['133-190']	PF00018
42416	d.169.1.1	d1b08a1	1b08	A	['235-355']	PF09006
42417	d.169.1.1	d1b08b1	1b08	B	['1235-1355']	PF09006
42418	d.169.1.1	d1b08c1	1b08	C	['2235-2355']	PF09006
24247	b.29.1.5	d1b09a_	1b09	A	[]	PF00354
24248	b.29.1.5	d1b09b_	1b09	B	[]	PF00354
24249	b.29.1.5	d1b09c_	1b09	C	[]	PF00354
24250	b.29.1.5	d1b09d_	1b09	D	[]	PF00354
24251	b.29.1.5	d1b09e_	1b09	E	[]	PF00354
30286	c.2.1.7	d1b0aa1	1b0a	A	['123-288']	PF00763
33934	c.58.1.2	d1b0aa2	1b0a	A	['2-122']	PF00763
15010	a.1.1.2	d1b0ba_	1b0b	A	[]	PF00042
36354	d.2.1.2	d1b0da_	1b0d	A	[]	PF00062
26251	b.47.1.2	d1b0ea_	1b0e	A	[]	PF00089
26237	b.47.1.2	d1b0fa_	1b0f	A	[]	PF00089
20700	b.1.1.2	d1b0ga1	1b0g	A	['182-275']	PF00129
38239	d.19.1.1	d1b0ga2	1b0g	A	['1-181']	PF00129
20701	b.1.1.2	d1b0gb_	1b0g	B	[]	PF07654
20702	b.1.1.2	d1b0gd1	1b0g	D	['182-275']	PF00129
38240	d.19.1.1	d1b0gd2	1b0g	D	['1-181']	PF00129
20703	b.1.1.2	d1b0ge_	1b0g	E	[]	PF07654
35736	c.94.1.1	d1b0ha_	1b0h	A	[]	PF00496
27719	b.71.1.1	d1b0ia1	1b0i	A	['355-448']	PF00128
28706	c.1.8.1	d1b0ia2	1b0i	A	['1-354']	PF00128
30719	c.8.2.1	d1b0ja1	1b0j	A	['529-754']	PF00330
35395	c.83.1.1	d1b0ja2	1b0j	A	['2-528']	PF00330
30720	c.8.2.1	d1b0ka1	1b0k	A	['529-754']	PF00330
35396	c.83.1.1	d1b0ka2	1b0k	A	['2-528']	PF00330
35847	c.94.1.2	d1b0la1	1b0l	A	['1-334']	PF00405
35848	c.94.1.2	d1b0la2	1b0l	A	['335-691']	PF00405
30722	c.8.2.1	d1b0ma1	1b0m	A	['529-754']	PF00330
35398	c.83.1.1	d1b0ma2	1b0m	A	['2-528']	PF00330
17001	a.34.1.1	d1b0na1	1b0n	A	['74-108']	PF01381
17064	a.35.1.3	d1b0na2	1b0n	A	['1-68']	PF01381
17002	a.34.1.1	d1b0nb_	1b0n	B	[]	PF08671
27121	b.60.1.1	d1b0oa_	1b0o	A	[]	PF00061
31831	c.36.1.8	d1b0pa1	1b0p	A	['2-258']	PF01855
31832	c.36.1.12	d1b0pa2	1b0p	A	['786-1232']	PF01855
33104	c.48.1.3	d1b0pa3	1b0p	A	['259-415']	PF01855
34157	c.64.1.1	d1b0pa4	1b0p	A	['416-668']	PF01855
39003	d.58.1.5	d1b0pa5	1b0p	A	['669-785']	PF01855
31833	c.36.1.8	d1b0pb1	1b0p	B	['2-258']	PF01855
31834	c.36.1.12	d1b0pb2	1b0p	B	['786-1232']	PF01855
33105	c.48.1.3	d1b0pb3	1b0p	B	['259-415']	PF01855
34158	c.64.1.1	d1b0pb4	1b0p	B	['416-668']	PF01855
39004	d.58.1.5	d1b0pb5	1b0p	B	['669-785']	PF01855
20720	b.1.1.2	d1b0ra1	1b0r	A	['182-275']	PF00129
38249	d.19.1.1	d1b0ra2	1b0r	A	['1-181']	PF00129
20721	b.1.1.2	d1b0rb2	1b0r	B	['401-499']	PF07654
38965	d.58.1.2	d1b0ta_	1b0t	A	[]	PF00037
32370	c.37.1.12	d1b0ua1	1b0u	A	['5-258']	PF00005
38982	d.58.1.2	d1b0va_	1b0v	A	[]	PF00037
38983	d.58.1.2	d1b0vb_	1b0v	B	[]	PF00037
